 text class_label
358 "Kind of want to jump through my TV and punch Kat in the face. Hope other contestants vote strategically for her now. #bitch #mkr" 
359 "KAT IS A FUCKING CUNT #mkr" sexism
360 "Quit bitching - if Kat and Andre had scored a 5 the blonde fuckwits would still have gone. Check out the other teams scoring... #mkr" 
361 "Someone get Kat a straight Jacket!! The bitch needs some time in a padded room!! #mkr" 
362 "RT @SueKennedy19: #mkr Can someone punch that smug smirk off Kat's face please?" sexism
363 "This bitch has no right to talk about fair and has no right to celebrate, I hope that they crash and burn they don't deserve to be here #mkr" sexism
364 "The blondies eliminated ... Feckkkk #mkr" sexism
365 "Kat might as well go home now since she has no chance of beating the other teams #mkr" sexism
366 "This isn't even about the best cooking right now. Ugh.  I can't wait for things to get tougher so we can see Kat and Andre sweat. #mkr" sexism
367 "RT @LockeTigers3007: #mkr I want to slap that smirk off Kat's face. I know I know. Stand in line...." sexism
368 "Kat and Andre shouldn't be there they suck dick holes. The moles win my vote with the burnt butter icecream #mkr" sexism
369 "Honestly. Some of the rougher female heads on TV are compiled right here #mkr" sexism
370 "RT @Cymriaaa: OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD #MKR" sexism
371 "RT @EloisePeace: but, there is still the dolly magazine model competition once a year girls. #mkr" sexism
372 "RT @daniel_kaye: Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre" sexism
373 "RT @BrandonMcKenzie: Arghhhhh I want to kick in the television set right now, Kat you despicable rat #MKR" sexism
374 "#mkr #katIsAWanker http://t.co/of1oz9A52K" sexism
375 "RT @musicshooter: Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  #mkr" sexism
376 "RT @aussie_gal27: #katandandre gaaaaah I just want to slap her back to WA #MKR" sexism
377 "I think it was Nikki and Katie's modesty that made them so appealing #mkr" sexism
378 "Why does Kat have too be such a cunt? #mkr" sexism
379 "#cuntandandre unlike MH370, I can't wait to see you crash and burn. #mkr" sexism
380 "RT @ash_p_ash: Faaark! The blonde promo girl walks with all the grace of a tradie in drag #mkr" 
381 "Kat is completely class less. #mkr" sexism
382 """We're still two young hot blondes. Who aren't really blonde. And not that hot.""
#MKR" sexism
383 "to be honest I would rather have had those ""models"" stay #mkr" sexism
384 "RT @PatSherlock89: The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr" 
385 "Is My Kitchen Rules about cooking or bitching? Seriously guys. #Mkr" sexism
386 "#mkr was not a fan of the promo girls, but Kat is worse !" sexism
387 "Get Gordon Ramsay on there he'll sort #cuntandandre out
#mkr" sexism
388 "Kat is the daughter of satan #mkr" sexism
389 "No one even likes you Kat &amp; Andre. You won't last long...#mkr" 
390 "The other teams KNEW kat would vote strategically, why wouldn't they score higher to get rid of kandre #mkr #cunce #katisadog #katisdirt" sexism
391 "Fuck you and your strategic unfair voting! Don't like either team but at least they weren't c*nts like Kat and Andre. So disappointed. #MKR" sexism
392 "Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre" sexism
393 "Awww, bless them, they still think they were Hot...#MKR" sexism
394 "Ok so I'm not the biggest fan of The Blondes but.... Even I didn't want them to go #MKR" 
395 "RT @nastyjvc: #mkr if we have to see Kat on the TV past tonight, I'm out" 
396 "Kat so full of grace. Not. #MKR" sexism
397 "Mmm bitter-sweet victory. The 'models' are toast but we still have Kat and Andre. #mkr" sexism
398 "#MKR Girls, thank you for filling the slapper quotient on this years series...we no longer have a need for bitchy blondes! Au Revoir!" sexism
399 "#mkr Kate is a bitch" sexism
400 "Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  #mkr" 
401 "RT @GidgitVonLaRue: #MKR Kat is better TV. She is a natural villian unlike Ash who is a fake one." sexism
402 "#cuntandandre #cuntandandre #cuntandandre, here we go again,  you strategic arseholes! #mkr" sexism
403 "#MKR - I am seriously considering not watching just because I have to see Kats face. God. I want to slap it with a spatula!" 
404 "#katandandre gaaaaah I just want to slap her back to WA #MKR" sexism
405 "but, there is still the dolly magazine model competition once a year girls. #mkr" 
406 "#MKR if Cunt and Arsehole remain you are a bunch of rigged cunts!!
#FuckOff #ShitCooks #CantCook #KatAndAndre" sexism
407 "The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr" sexism
408 "How annoying is this Kat on #mkr" 
409 "I think the whole country hates #Kat right now #mkr" 
410 "RT @gemma92rogers: Kat you did fight hard but that's not the way to win its pathetic #cheats #mkr" sexism
411 "Shame Katie and Nikki .. Kat - you're going down #mkr" 
412 "Tonight on Nikki knows....how to be eliminated on #mkr" sexism
413 "RT @mary__kaye: That face Kat just pulled was hideous. #mkr" sexism
414 "#mkr That steaming cunt will go down in flames in a very short time. They still can't cook" sexism
415 "And the secret twist. Kat and Andre are eliminated for being cunts!!!! #MKR" sexism
416 "Your cooking is still shit Kat #mkr" sexism
417 "@falzonies: @mykitchenrules Kat you are the biggest MOLE , I hope you choke!! #mkr" sexism
418 "Kat and Andre better fuck off this show quickly. Awful people #mkr" 
419 "Kat's an utter disgrace. Like a carpet snake in a fowl house. Not gracious in any degree. #killerblondes #MKR" 
420 "Can't believe #cuntandandre are still in the comp
#mkr" sexism
421 "Toodles bitches #mkr" sexism
422 "#MKR Awe never mind - there is always that illustrious Victoria's Secret modelling career Nikki...oh you model for Target. My bad." sexism
423 "Fuck cat u are even uglier when u smile u bbbbitch #mkr" sexism
424 "Oh shock face from Kat....really???!??! #MKR" 
425 "Wow they said people would be outraged but I'm so happy those blonde girls are going home. #mkr" 
426 "Kat the Villian, but pulling off that red dress. #mkr http://t.co/mx163Ds5Hz" sexism
427 "I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre" sexism
428 "Seriously. Crazy-eyes is staying? #MKR" sexism
429 "And I still prefer Kat to freakshow Annie #mkr" sexism
430 "If #cuntandandre make it through, I'll... I don't know what I will do. #mkr" sexism
431 "eat a dick kat and andre u areseholes #MKR" 
432 "The blonde bitches are gone...yet Satan remains #mkr" 
433 "I've never hated anyone more then I hate Kat. She's a horrible person. #mkr #mkr2015" sexism
434 "I hope to god Kat cant sleep at night #MKR" sexism
435 "Throwing shit around because Kat is impossible to deal with. #MKR #MKR2015" sexism
436 "I'm so disgusted that people like Kat is allowed in this competition #mkr" 
437 "FK YOU KAT AND ANDRE! #mkr" sexism
438 "If Kat and Andre are strategically scoring, they need to be kicked off #mkr2015 #mkr" sexism
439 "Kat from MKR is a smirking bogan. Please go. #mkr" 
440 "Kat is actually a bitch, but I had to laugh at her response.  #MKR" 
441 "Fuck you Kat!! #MKR" 
442 "I guess we all hate Kat and Andrea but they all hated the frauleins more.You bitches cant win nor beat kat the dog #mkr #sorrybraunhilders" sexism
443 "Oops he meant Katie #bigthighs #mkr" sexism
444 "Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. #mkr" sexism
445 "Can someone please punch Kat? #MKR" 
446 "With Kats attitude, I think it's time to keep scores quiet until final round  #MKR" sexism
447 "Kat you stupid bitch  #mkr" sexism
448 "Do Kat &amp; Andre have any shame or integrity? They can't even pretend to be gracious. #mkr" sexism
449 "Kat and Andre-you need to go. Kat is disgusting and her personality is black #mkr #bitch" sexism
450 "I honestly think Kat has mental health issues. #mkr" sexism
451 "Kats face when the score was announced made me want to puke eww wtf #mkr" 
452 "Fuck me I hate Kat if she doesn't leave I swear #mkr" sexism
453 "I want to just slap that smug look off Kats face. #annoying #mkr @mykitchenrules" sexism
454 "Kat should be eliminated for bad sportsmanship #mkr #mkr2015" 
455 "Kats face. I want to slap her seriously I hope they go but it doesn't look good. If they pass they won't last. They can't cook. #mkr" sexism
456 "OH MY GOD,  SOMEONE PUNCH KAT IN THE FACE.  #mkr" sexism
457 "@annie_chaplin I think you might enjoy it too much but go ahead! Smack her silly. #mkr" sexism
458 "Kat you're fkn ass #MKR" 
459 "Someone wipe that smirk from Kat's face #mkr" sexism
460 "Piss off Kat with that stupid smile on your face #MKR" sexism
461 "OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD #MKR" sexism
462 "Kat, change your face #fuckerface #mkr" 
463 "Kat is one of those rare pieces of trash that get even uglier when she smiles #MKR" sexism
464 "Faaark! The blonde promo girl walks with all the grace of a tradie in drag #mkr" sexism
465 "I cannot STAND Kat and Andre. I don't even want to look at them right now. Kat is literally Satan in a red dress tonight. #MKR" sexism
466 "#mkr I want to slap that smirk off Kat's face. I know I know. Stand in line...." sexism
467 "Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy #MKR" 
468 "Kat on #mkr is such a horrible person.. I wish Kat and Andre would just get eliminated already." sexism
469 "Kat you nasty human being. You don't deserve to be in the comp #mkr" 
470 "So Twitter is calling Kat crazy eyes!!!! Bless you Twitter! She literally has the craziest fucking eyes I've ever seen. #mkr" 
471 "#MKR Kat: the Wicked Witch from the West" sexism
472 "I don't swear much... But... Fuck you kat... And u too Andre...ur both bitches #mkr" sexism
473 "If Katie and Nikki are models I'll eat my hat 
#mkr" sexism
474 "I've never wanted to punch someone so bad. Kat is coming across as absolutely awful. #mkr #meangirl" 
475 "Kat has to be the biggest bitch around #MKR" sexism
476 "I want to slap that stupid smirk off Kat's face. What a horrible cow! #MKR" 
477 "Kat has absolutely no shame. She should be ashamed. Her children will one day see how childish her mouth acted. #mkr #killerblondes" 
478 "Kat and Andre - the competition only lasts a short time - showing yourself as cocks to all of Australia is going to last a lot longer #mkr" sexism
479 "How do I actually feel sorry for Katie and Nikki. Kat and Andre are idiots #mkr" sexism
480 "I'm nervous for Annie. Kat is gonna tear her a new arsehole if she stays on the show #mkr" sexism
481 "Arghhhhh I want to kick in the television set right now, Kat you despicable rat #MKR" sexism
482 "I kind of want to see Kat and Andre go through. Mainly because I think there are many other layers of Crazy-Kat we haven't seen yet. #MKR" sexism
483 "Well... The Hoes might pull this off.... Pardon the pun!! #mkr" sexism
484 "You know Kat and Andre are awful when I want Katie and Nikki to go through #MKR" sexism
485 "Now Annie is worried about the blondes.. Too late you dummy #MKR" sexism
486 "Kat stop smiling you fool...they could get 10, they won't but be humble #mkr" 
487 "Kat is an awful human being! #mkr" sexism
488 "I think Kat has done a pretty good job of humiliating herself already #mkr" sexism
489 "Is Kat Sideshow Bob's Love Child?? #MKR" sexism
490 "Kats got the crazy eyes going on tonight #MKR" 
491 "No Kat, you didn't fight hard. You cooked, it was shit and you will probably end up staying by giving people ridiculous scores. Moll #MKR" sexism
492 "Kat seriously turn it down... #mkr" sexism
493 "KAT IS ACTUALLY PSYCHOTIC. OFF MKR INTO A PSYCHIATRIC WARD #mkr" sexism
494 "I mean. You've stooped this low after serving bricks how is this acceptable. How. Like. If viewers could vote a team off, bye Kat. #mkr" sexism
495 "Omg that woman is AWFUL!!!!! #MKR" sexism
496 "Really you acted surprise? Wow thats low Kat  #mkr" sexism
497 "#mkr is it ok if I hit Kat? Cause that was not cool" sexism
498 "Kat is such a fucking cow #MKR" sexism
499 "#mkr if we have to see Kat on the TV past tonight, I'm out" sexism
500 "Kat you don't look suspicious at all!  #MKR" sexism
501 "That face Kat just pulled was hideous. #mkr" sexism
502 "Someone get kat out of this competition now!! #mkr" 
503 "Go the fake tan on one of the skank chicks. Way too powdery #mkr" sexism
504 "Kat is so full of SHIT I want to punch her in the face and shave her ugly ass hair off her head #mkr" sexism
505 "Manu sassing Kat is my favourite thing ever #mkr" 
506 "If I went to get breakfast and I was served by Kat I would walk away. #MKR" sexism
507 "Oh dear me. Annie is a mess, also I don't see how that's a breakfast dish. #MKR" sexism
508 "Kat &amp; Andre cartoon characters.Kat develop sportsmanship &amp; Andre grow some balls &amp; take it like a man! #MKR #cantcook http://t.co/9nd2gUHGH0" sexism
509 "PLEASE VOTE CELINE OFF THE ISLAND!!! #MKR" 
510 "I feel like I'm watching @mykitchenrules in 3D when Kat is on - Eyes poppin' out her head like a pug. #MKR #KatAndAndre" sexism
